Title,ASIN,Stars,Review,Price
"Soundcore by Anker R50i NC Wireless Bluetooth Earphones, Powerful and Smart Noise Cancelling, Powerful Bass, 45 Hours Playtime, 2-in-1 Case and Phone Stand, IP54, Bluetooth 5.4, Black",B0DM9KBP4B,4.0,"جميلة جداااا ومريحة
العلبة مبتتوصلش علي الموبايل اول نا بتفتح الغطا .. لازم تشيل السماعة وتلبسها
العزل بنسبة ٧٠%
مناسبة لسعرها","1,175"
"Soundcore by Anker R50i NC Wireless Bluetooth Earphones, Powerful and Smart Noise Cancelling, Powerful Bass, 45 Hours Playtime, 2-in-1 Case and Phone Stand, IP54, Bluetooth 5.4, Black",B0DM9KBP4B,4.0,جيد جدا,"1,175"
"Soundcore by Anker R50i NC Wireless Bluetooth Earphones, Powerful and Smart Noise Cancelling, Powerful Bass, 45 Hours Playtime, 2-in-1 Case and Phone Stand, IP54, Bluetooth 5.4, Black",B0DM9KBP4B,5.0,السماعه ممتازه فى المكالمات وعزل الصوت وبالنسبه للاستماع للموسيقى جميله جدا شكرا امازون,"1,175"
"Soundcore by Anker R50i NC Wireless Bluetooth Earphones, Powerful and Smart Noise Cancelling, Powerful Bass, 45 Hours Playtime, 2-in-1 Case and Phone Stand, IP54, Bluetooth 5.4, Black",B0DM9KBP4B,1.0,في مشكله في بطاريه الطرف اليسار والميكرفون سيء,"1,175"
"Soundcore by Anker R50i NC Wireless Bluetooth Earphones, Powerful and Smart Noise Cancelling, Powerful Bass, 45 Hours Playtime, 2-in-1 Case and Phone Stand, IP54, Bluetooth 5.4, Black",B0DM9KBP4B,1.0,السماعات حصل بها عيب بعد شهرين وبقى يشتغلوا منفصلتين عن بعض، والبائع المحترم مبيردش والسماعة جاية من غير ضمان الشركة,"1,175"
"Soundcore by Anker R50i NC Wireless Bluetooth Earphones, Powerful and Smart Noise Cancelling, Powerful Bass, 45 Hours Playtime, 2-in-1 Case and Phone Stand, IP54, Bluetooth 5.4, Black",B0DM9KBP4B,1.0,السماعة بتعمل صدى صوت عند مستقبل المكالمة,"1,175"
"Soundcore by Anker R50i NC Wireless Bluetooth Earphones, Powerful and Smart Noise Cancelling, Powerful Bass, 45 Hours Playtime, 2-in-1 Case and Phone Stand, IP54, Bluetooth 5.4, Black",B0DM9KBP4B,1.0,جاتني مفتوحه ومستعمله ما انصح احد بالشراء👎🏻👎🏻👎🏻,"1,175"
"Soundcore by Anker R50i NC Wireless Bluetooth Earphones, Powerful and Smart Noise Cancelling, Powerful Bass, 45 Hours Playtime, 2-in-1 Case and Phone Stand, IP54, Bluetooth 5.4, Black",B0DM9KBP4B,1.0,زباله,"1,175"
"Soundcore by Anker R50i NC Wireless Bluetooth Earphones, Powerful and Smart Noise Cancelling, Powerful Bass, 45 Hours Playtime, 2-in-1 Case and Phone Stand, IP54, Bluetooth 5.4, Black",B0DM9KBP4B,1.0,المنتج جالي غلط غير النوع المطلوب ومفتوح قبل كدة,"1,175"
"Soundcore by Anker R50i NC Wireless Bluetooth Earphones, Powerful and Smart Noise Cancelling, Powerful Bass, 45 Hours Playtime, 2-in-1 Case and Phone Stand, IP54, Bluetooth 5.4, Black",B0DM9KBP4B,1.0,المنتج وصلي بس للأسف من غير ضمان محلي والسماعه دولي وللاسف سعرها ارخص من كدا ومفيش مصداقيه,"1,175"
"Soundcore by Anker R50i NC Wireless Bluetooth Earphones, Powerful and Smart Noise Cancelling, Powerful Bass, 45 Hours Playtime, 2-in-1 Case and Phone Stand, IP54, Bluetooth 5.4, Black",B0DM9KBP4B,5.0,التواصيل المنتج جيد,"1,175"
"Soundcore by Anker R50i NC Wireless Bluetooth Earphones, Powerful and Smart Noise Cancelling, Powerful Bass, 45 Hours Playtime, 2-in-1 Case and Phone Stand, IP54, Bluetooth 5.4, Black",B0DM9KBP4B,5.0,تحفة خصوصاً في المكالمات,"1,175"
"Soundcore by Anker R50i NC Wireless Bluetooth Earphones, Powerful and Smart Noise Cancelling, Powerful Bass, 45 Hours Playtime, 2-in-1 Case and Phone Stand, IP54, Bluetooth 5.4, Black",B0DM9KBP4B,5.0,منتج جيد والسعر مناسب للجودة,"1,175"
"Soundcore by Anker R50i NC Wireless Bluetooth Earphones, Powerful and Smart Noise Cancelling, Powerful Bass, 45 Hours Playtime, 2-in-1 Case and Phone Stand, IP54, Bluetooth 5.4, Black",B0DM9KBP4B,5.0,الصوت تحفه والبطاريه بتطول والعزل فيها حلو,"1,175"
"Soundcore by Anker R50i NC Wireless Bluetooth Earphones, Powerful and Smart Noise Cancelling, Powerful Bass, 45 Hours Playtime, 2-in-1 Case and Phone Stand, IP54, Bluetooth 5.4, Black",B0DM9KBP4B,5.0,"الصراحه فاقت التوقعات بالنسبه لسعرها
الصوت فيها جميييل جداً
العزل اقيمه 8.5/10
البرنامج حقها رهيييب جداً وفيه خيارات واعدادات كثير ووضع العاب ووضع موسيقى وتقدر تخلي الصوت محيطي","1,175"
"Soundcore by Anker R50i NC Wireless Bluetooth Earphones, Powerful and Smart Noise Cancelling, Powerful Bass, 45 Hours Playtime, 2-in-1 Case and Phone Stand, IP54, Bluetooth 5.4, Black",B0DM9KBP4B,5.0,المنتج رائع,"1,175"
"Soundcore by Anker R50i NC Wireless Bluetooth Earphones, Powerful and Smart Noise Cancelling, Powerful Bass, 45 Hours Playtime, 2-in-1 Case and Phone Stand, IP54, Bluetooth 5.4, Black",B0DM9KBP4B,4.0,"السماعة جدا ممتازة ك صوت و مايك مقبول جدا مع الهواء والاصوات يعني

وال ANC اللي فيها ممتاز يمكن اعطيه 7.5/10 بسبب ان لو تحط اعلى noise cancelling بيكون باقي بتسمع بس بصوت خفيف لو بتشغل صوت وكذا ما بتسمع لهذي الدرجة فا يعتبر ممتاز على سعره

السماعة موضوع التحكم ب كيف تسمع وزي كذا ال EQ جدا رهيب وهذا اللي يميزها عن السماعات الباقية

والسعر ماخذه ب 99 ريال ويعتبر جدا جدا كويس على الميزات هذي اللي توصل بسماعات فوق ال 300 ريال يمكن (نتكلم عن سماعة Earbuds وليس headphone) لأن يختلف طبعا وتقدر تلقى عزل اقوى تقريبا لو تاخذ headphone زي مثلا q30 و q45

الوزن خفيف الصراحة وانا قد شريت سماعات كثير هذي اخفهم مره فرق

والسماعة اصلا من يوم ما تشبكها بالجهاز علطول تعزل فا تقدر تغيره من تطبيقهم

والبطارية تقعد معاك وقت يعني وتكفيك ليومك كامل بالراحة

تقييم الصوت 8.7 / 10

السعر : 9.3 / 10

تقييم العزل (ANC) : 7.5 / 10

تقييم المايكات : 6.8 / 10

تقييم البطارية : 8.9 / 10

تقييم الكامل : 8.2 / 10","1,175"
"Soundcore by Anker R50i NC Wireless Bluetooth Earphones, Powerful and Smart Noise Cancelling, Powerful Bass, 45 Hours Playtime, 2-in-1 Case and Phone Stand, IP54, Bluetooth 5.4, Black",B0DM9KBP4B,5.0,سماعة ممتازة والصوت جدا جميل خاص اذا وضعت السماعتين مع بعض,"1,175"
"Soundcore by Anker R50i NC Wireless Bluetooth Earphones, Powerful and Smart Noise Cancelling, Powerful Bass, 45 Hours Playtime, 2-in-1 Case and Phone Stand, IP54, Bluetooth 5.4, Black",B0DM9KBP4B,1.0,صوت ليس واضح والشحن بيخلص بسرعه جدا,"1,175"
"Soundcore by Anker R50i NC Wireless Bluetooth Earphones, Powerful and Smart Noise Cancelling, Powerful Bass, 45 Hours Playtime, 2-in-1 Case and Phone Stand, IP54, Bluetooth 5.4, Black",B0DM9KBP4B,1.0,اريد تقديم طلب لان في سماعة تعطلت ارجو الرد والإفادة,"1,175"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,5.0,مش عارفه انزل الصوره بس حقيقي جميله جدا واصليه كنت خايفه اوي من الحوار ده وطلعت ضمان اتصال كمان والسعر كان كويس جدا مقارنه بالشارع عندنا حقيقي 🥹 سعيده للغايه,"2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,1.0,للأسف السماعة مستعملة و معاد تغليفها,"2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,5.0,"صوتها جامد أوي وكواليتي تحفة
وال noise cancellation مبهرة
بجد تحفة تحفة تحفة
بس المندوب رخم وسابها مع البواب وقعد يقولي أصل متأخر كأني طالبة سماعة بسلك
نفسي مندوبين أمازون يبطلوا تناحة شوية بجد","2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,4.0,السماعة جيدة جدا فقط ان البيز عالي في وضع الغاء الضوضاء واعتقد السعر مرتفع مقارنة بمنتجات اخرى من نفس الشركة باقل من ثلث القيمة ولا تقل كثيرا كجودة صوت عن هذه السماعة الفرق الوحيد هو غاصية الغاء الضوضاء فاذا كنت لا تحتاجها فاتجه لمنتجات اقل سعرا.,"2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,5.0,"صوتها حلو
مايك كيوي بس افضل فالأماكن الغلقه
عازل الضوضاء جيد
جودتها جيدة جدا","2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,5.0,منتج اصلي. و جميل,"2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,4.0,وقفت عن العمل بعد استخدام ٣ اشهر,"2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,5.0,ممتازة,"2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,5.0,حلوه اوي كنت معايا سامسونج وطلعت دي افضل منها لان سامسونج باظت بعد ٣ شهور استخدام,"2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,4.0,صوتها كويس بس بتوجع الودن,"2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,5.0,جميل جدا م شاء الله,"2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,5.0,جميلة جدا,"2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,3.0,كويسة في الصوت و المكالمات انما مش حلوه خالص في تاخر الصوت في الألعاب,"2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,4.0,"صوتها حلو . بس الصوت العالي اوي في سيكا نشاذ بس تعدي بالنسبة لفرق السعر بينها وبين سامسونج وهواوي .. جبتها ب ٢٧٠٠
مشكلتها معايا ان التاتش مش بيشتغل مع الطرحة وانا لبساها وان التاتش زرار داخلي مش زي الهواوي فري بادز برو ١
بس تعدي بالنسبة لسعرهل ومريحاني
وعزلها معقول
المكالمات الي بيسمعني مش مضايق وسامعني كويس","2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,5.0,سعر مقابل جوده,"2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,4.0,"البطارية مش احسن حاجه بس معقولة
الصوت في المكالمات تحفه
الميكرفون رائع","2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,4.0,"السماعة لسه تحت التجربة
لكن شكلها شيك و صوتها حلو جدا
العزل بنسبة من 80% ل 90%
المايك كويس بالنسبة لفئتها السعرية
... للعلم عليها ضمان إتصال و سعرها في العروض 2900 ج","2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,3.0,مش وحشه,"2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,3.0,سماعة شيك وثابتة في الأذن وعزل الضوضاء من جيد إلى جيد جدا وتجربة المكالمات جيدة جدا عملت مكالمة من فوق كوبري قصر النيل وكنت سامع كويس والطرف الآخر كمان سامع كويس بالرغم من الهوا وصوت كلاكسات العربيات وجربتها في المترو نفس النتيجة تاخد من ٨ إلى ٩ من عشرة تقريبا من أفضل السماعات اللي جربتها في إجراء المكالمات والبطارية جبارة دي أفضل بطارية حرفيا أنا إستخدمتها إنت ممكن تشحن مرة كل ١٠ أيام أو أسبوعين لو إستخدام متوسط أو عادي والتطبيق متميز وبسيط والإقتران بالتليفون بيتم أول ما تفتح العلبة لحد هنا وكله تمام جدا طيب ليه أنا اديتها في التقييم ٣ مش حتى ٤ علشان الصوت كارثة بالنسبة لي صوت حاد ومسطح ومش عالي قوي ومفيش فيه فصل بين الطبقات صوت سماعة رخيصة قوي مش بالمبلغ ده بجد الصوت سيئ جدا نصيحة لو بتحب تسمع موسيقى كتير بلاش السماعة ولو مش بتهتم بالموسيقى هيبقي إختيار ممتاز بس لأني بحب أسمع موسيقى فهتبقي مش مفضلة بالنسبة لي في الإستخدام,"2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,5.0,ممتاز بس موصلنيش فاتورة فمحتاج فاتورة الكترونيه,"2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,5.0,ممتازة أوصي بها ..,"2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,5.0,ممتازة جدا و قيمة مقابل سعر,"2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,3.0,"صوت السماعة و الاوبشنز حلوة جدا
بس لو لمكالمات ف مش مفيدة تماما
كل الاصوات اللي حواليك مسموعين ف المكالمة
Noise cancellation شغال كويس جدا بس ليك انت مش للي بتكلمه","2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,1.0,"طلبت اللون الأزرق السماوي بعتولي اللون الابيض وعملت استرجاع جم اخدوا السماعة وبقالي اسبوعين دلوقتي محدش معبرني ولا حتي رجعولي الجلوس
I ordered this blue color but what I received white color instead I ordered a replacement they came took it and then it's been two weeks without any update, worst experience I have ever came across","2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,5.0,السماعه وصلت العلبه ما كانتش متبهدله كانت حالتها ممتازه طبعا اتاكدت ان المنتج اصلي من الباركود اللي بيكون جوه العلبه من الموقع بتاع ساوند كور انا مش بقيم السماعه دي من احسن السماعات الموجوده في السوق حاليا انا بقيم التجربه في الشراء مع امازون السعر ممتاز والتغليف كان في حاله كويسه جدا والمنطق اصلي,"2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,5.0,جاتنى بالضمان اتصالات بلصق استيكر. على العبوة ودى حاجه ممتازة,"2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,5.0,جوده عاليه,"2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,4.0,"سماعه ممتازه
وصوتها حلو عالي
والمايك ممتاز في الزحمه
وشكلها حلو
المشكله الكبيره فيها اللي هي كل شويه عايزه توجع من الاذن وغيرت الكوتشات والمشكله زي ما هي","2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,1.0,منتج سيء جدا استمر بالعمل لمده 5 اشهر وبعد ذلك ظهرت مشكله بالشحن وعند الاعادة للمركز الصيانه لم يتم استرجاعها او تصليحها وخدمة عملاء سيئه جدا,"2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,4.0,الصوت مش قوى كفايه والبيزك قليل ولكن ممتازه,"2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,4.0,"كويسه جدا ك مايك وجوده صوت.
بس ازي اقفل من التاتش المكالمه.مش عارف عارف لحد الان
اقترن سريع جدا.
فيه شويه دوشه لما بشغل وضعtransparency mode","2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,3.0,السماعة اليمين في المطبات و انا عالطريق بتخروش وبحس صوت اليمين أضعف من الشمال حاجة بسيطة و ال noise cancelation مش أعظم حاجة يعني,"2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,5.0,ممتازة,"2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,3.0,مقابل السعر العزل مش احسن حاجه من المفروض المنتج بيزعم ان العزل ٩٨% اعتقد ان العزل نص القيمة ديه فى احسن الاحوال,"2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,5.0,المنتج مطابق و السماعة و المايك ممتازين لكن الغاء الضوضاء جيد.,"2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,5.0,"مبسوط جدا بالاداء والمكالمات رائعه
بتكلم منها وانا اقود السياره وفاتح الشباك واللي بيكلمني سامعني كويس جدا
واداء الموسيقي ممتاز
انصح بشراءه جدا
اشتريته بسعر 3299 اللون السماوي","2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,1.0,للأسف معرفتش اوصل السماعة بلوتوث من 3 موبايلات مختلفة.. شحنتها الاول وعملت زي المانيوال بالظبط مفيش فايدة..والسماعة نفسها مفروض تنور ولكن مبيحصلش.. تجربة سيئة.. للعلم السماعة بدون ضمان وبتيجي من غير ستيكر اتصال,"2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,4.0,جيد,"2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,3.0,لو سمحت انا انتظر الفاتورة الضريبيه و منزلتش,"2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,1.0,"1- صوت الميديا عند اخر درجات الصوت مزعج جدا وبيسبب صداع
2- الصوت أثناء المكالمة وعند الطرف الاخر بيكون فيه صدي كثير والصوت غير واضح بالمرة
3- Transparency Mode
أقل ما يُقال عنه أنه مزعج وغير مُرضي بالمرة وبيدخل كمية دوشة وصوت عالي من الخارج تؤدي لصداع وعدم تركيز بدرجة كبيرة
4- برنامج التحكم في السماعة لا يُبين درجة شحن السماعات او علبة الشحن بالأرقام كأنه سر
5- الدعم الفني للمنتج في الشركة الأم لا يدعمون المنتج طلما تم شراؤه عن غير طريقهم غير أنهم لا يهتموا بقراءة الرسائل التي تُرسل لهم بعناية ويقوموا بالرد بكلام فارغ لا علاقة له بالمشكلة بالمرة.
6- السماعة بتفصل من التليفون لوحدها وبتفوتني مكالمات في الاماكن الدوشة بسبب أني مش باسمع التليفون وهو بيرن
7- السماعة مفيهاش لمبة تبين حالة التشغيل إذا كانت شغالة ولا لا ومحتاجة شحن ولا مشحونة
الخلاصة السماعة دي من أسوأ المنتجات اللي حد ممكن يشتريها أو حتي يجربها ولا أنصح بها مطلقا ولا أنصح ان حد يرمي فلوسه علي الأرض ويشتريها","2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,5.0,الصوتيات عادية لكن جودة المكالمات جيدة,"2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,2.0,خاصية عزل الضوضاء لا تعمل نهائيا ، الطرف الآخر فى المكالمة يستطيع سماع أصوات الضوضاء المحيطة بى كمتصل ؛ سواء كانت ضوضاء ناتجة عن أشخاص ، أصوات السيارات و المقاهي و ضوضاء الطرقات فى العموم....سيتم تعديل التقييم فى حال إسترداد المبلغ المدفوع,"2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,3.0,"الخامة جيدة جدا
العزل رائع
فيها اعدادات تخلي الصوت زي الدي جيه كأنو Surrounding بس مش surrounding اوي يعني","2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,5.0,جميلة الصراحه 🥰,"2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,2.0,للاسف مش تبع ضمان إتصال 😔,"2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,1.0,"وصلتلي متقشره كإن حد استخدمها قبل كده
الصوت مكتوم مع ان عندي نفس المنتج وفيه فرق ف الجوده بين الاتنين","2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,1.0,السماعه وصلت مش شغاله,"2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,1.0,"مستعمل مش جديد
وطبعا مش معاه ضمان
انصح بعدم شرائه","2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,5.0,الصوت متوازن لايؤذى الأذن. صوت رائع. المكالمات جيدة. جودة التصميم والخامات. التوصيل مجاني وسريع من خلال أمازون برايم. ضمان اتصال ١٨ شهر. البائع محترم والتغليف رائع شكرآ أمازون.,"2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,5.0,صوت وخامة جميلة اوى,"2,688"
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,5.0,ممتازة حتي الان من ناحية الصوت و الشكل و الاداء و السوفت وير,"2,688"
